library,member,symbol,kind,category,scope,note
third_party/tx8_deps/lib/libcommon_util.a,common_func.c.o,layout2string,T,Implemented,tx8-support-library,TX8 support-library symbol; behavior is captured by headers and disassembly.
third_party/tx8_deps/lib/libcommon_util.a,common_func.c.o,shape_transpose,T,Implemented,tx8-support-library,TX8 support-library symbol; behavior is captured by headers and disassembly.
third_party/tx8_deps/lib/libcommon_util.a,common_func.c.o,shape_transpose_i64,T,Implemented,tx8-support-library,TX8 support-library symbol; behavior is captured by headers and disassembly.
third_party/tx8_deps/lib/libcommon_util.a,common_func.c.o,shift_div,T,Implemented,tx8-support-library,TX8 support-library symbol; behavior is captured by headers and disassembly.
third_party/tx8_deps/lib/libcommon_util.a,common_tensor.c.o,add_mask,T,Implemented,tx8-support-library,TX8 support-library symbol; behavior is captured by headers and disassembly.
third_party/tx8_deps/lib/libcommon_util.a,common_tensor.c.o,array_cmp,T,Implemented,tx8-support-library,TX8 support-library symbol; behavior is captured by headers and disassembly.
third_party/tx8_deps/lib/libcommon_util.a,common_tensor.c.o,array_cmp_fixed,T,Implemented,tx8-support-library,TX8 support-library symbol; behavior is captured by headers and disassembly.
third_party/tx8_deps/lib/libcommon_util.a,common_tensor.c.o,array_cmp_float,T,Implemented,tx8-support-library,TX8 support-library symbol; behavior is captured by headers and disassembly.
third_party/tx8_deps/lib/libcommon_util.a,common_tensor.c.o,array_cmp_with_cos_simi,T,Implemented,tx8-support-library,TX8 support-library symbol; behavior is captured by headers and disassembly.
third_party/tx8_deps/lib/libcommon_util.a,common_tensor.c.o,array_cos_similiraty,t,Implemented,tx8-support-library,TX8 support-library symbol; behavior is captured by headers and disassembly.
third_party/tx8_deps/lib/libcommon_util.a,common_tensor.c.o,bilinear,T,Implemented,tx8-support-library,TX8 support-library symbol; behavior is captured by headers and disassembly.
third_party/tx8_deps/lib/libcommon_util.a,common_tensor.c.o,broadcast_6d,T,Implemented,tx8-support-library,TX8 support-library symbol; behavior is captured by headers and disassembly.
third_party/tx8_deps/lib/libcommon_util.a,common_tensor.c.o,broadcast_tensor_data,T,Implemented,reversed-implementation,Implementation symbol covered by function/API-level reverse engineering.
third_party/tx8_deps/lib/libcommon_util.a,common_tensor.c.o,calculate_checksum,T,Implemented,tx8-support-library,TX8 support-library symbol; behavior is captured by headers and disassembly.
third_party/tx8_deps/lib/libcommon_util.a,common_tensor.c.o,calculate_checksum_,T,Implemented,tx8-support-library,TX8 support-library symbol; behavior is captured by headers and disassembly.
third_party/tx8_deps/lib/libcommon_util.a,common_tensor.c.o,calculate_checksum_tensor,T,Implemented,reversed-implementation,Implementation symbol covered by function/API-level reverse engineering.
third_party/tx8_deps/lib/libcommon_util.a,common_tensor.c.o,check_zero,T,Implemented,tx8-support-library,TX8 support-library symbol; behavior is captured by headers and disassembly.
third_party/tx8_deps/lib/libcommon_util.a,common_tensor.c.o,common_arith2,T,Implemented,reversed-implementation,Implementation symbol covered by function/API-level reverse engineering.
third_party/tx8_deps/lib/libcommon_util.a,common_tensor.c.o,common_get_spm_addr_by_offset,T,Implemented,reversed-implementation,Implementation symbol covered by function/API-level reverse engineering.
third_party/tx8_deps/lib/libcommon_util.a,common_tensor.c.o,common_is_spm_addr_overflow,T,Implemented,reversed-implementation,Implementation symbol covered by function/API-level reverse engineering.
third_party/tx8_deps/lib/libcommon_util.a,common_tensor.c.o,common_tensor_info_generate,T,Implemented,reversed-implementation,Implementation symbol covered by function/API-level reverse engineering.
third_party/tx8_deps/lib/libcommon_util.a,common_tensor.c.o,common_tensor_info_generate_i64,T,Implemented,reversed-implementation,Implementation symbol covered by function/API-level reverse engineering.
third_party/tx8_deps/lib/libcommon_util.a,common_tensor.c.o,convert_tensor_data_dtype,T,Implemented,reversed-implementation,Implementation symbol covered by function/API-level reverse engineering.
third_party/tx8_deps/lib/libcommon_util.a,common_tensor.c.o,convert_tensor_data_dtype_rnd,T,Implemented,reversed-implementation,Implementation symbol covered by function/API-level reverse engineering.
third_party/tx8_deps/lib/libcommon_util.a,common_tensor.c.o,count_nonzero,T,Implemented,tx8-support-library,TX8 support-library symbol; behavior is captured by headers and disassembly.
third_party/tx8_deps/lib/libcommon_util.a,common_tensor.c.o,gather_data_from_cmodel_mem,T,Implemented,tx8-support-library,TX8 support-library symbol; behavior is captured by headers and disassembly.
third_party/tx8_deps/lib/libcommon_util.a,common_tensor.c.o,get_casual_mask,T,Implemented,tx8-support-library,TX8 support-library symbol; behavior is captured by headers and disassembly.
third_party/tx8_deps/lib/libcommon_util.a,common_tensor.c.o,get_concat_tensor,T,Implemented,reversed-implementation,Implementation symbol covered by function/API-level reverse engineering.
third_party/tx8_deps/lib/libcommon_util.a,common_tensor.c.o,get_layernorm_tensor,T,Implemented,reversed-implementation,Implementation symbol covered by function/API-level reverse engineering.
third_party/tx8_deps/lib/libcommon_util.a,common_tensor.c.o,get_permute_tensor,T,Implemented,reversed-implementation,Implementation symbol covered by function/API-level reverse engineering.
third_party/tx8_deps/lib/libcommon_util.a,common_tensor.c.o,get_ptr_value_by_idx,T,Implemented,tx8-support-library,TX8 support-library symbol; behavior is captured by headers and disassembly.
third_party/tx8_deps/lib/libcommon_util.a,common_tensor.c.o,get_rand_value,T,Implemented,tx8-support-library,TX8 support-library symbol; behavior is captured by headers and disassembly.
third_party/tx8_deps/lib/libcommon_util.a,common_tensor.c.o,get_rmsnorm_tensor,T,Implemented,reversed-implementation,Implementation symbol covered by function/API-level reverse engineering.
third_party/tx8_deps/lib/libcommon_util.a,common_tensor.c.o,get_rmsnorm_tensor_hw,T,Implemented,reversed-implementation,Implementation symbol covered by function/API-level reverse engineering.
third_party/tx8_deps/lib/libcommon_util.a,common_tensor.c.o,get_slice_tensor,T,Implemented,reversed-implementation,Implementation symbol covered by function/API-level reverse engineering.
third_party/tx8_deps/lib/libcommon_util.a,common_tensor.c.o,get_slice_tensor_core,T,Implemented,reversed-implementation,Implementation symbol covered by function/API-level reverse engineering.
third_party/tx8_deps/lib/libcommon_util.a,common_tensor.c.o,get_tensor_align_info,T,Implemented,reversed-implementation,Implementation symbol covered by function/API-level reverse engineering.
third_party/tx8_deps/lib/libcommon_util.a,common_tensor.c.o,get_tensor_idx,T,Implemented,reversed-implementation,Implementation symbol covered by function/API-level reverse engineering.
third_party/tx8_deps/lib/libcommon_util.a,common_tensor.c.o,img2col,T,Implemented,tx8-support-library,TX8 support-library symbol; behavior is captured by headers and disassembly.
third_party/tx8_deps/lib/libcommon_util.a,common_tensor.c.o,lut,T,Implemented,tx8-support-library,TX8 support-library symbol; behavior is captured by headers and disassembly.
third_party/tx8_deps/lib/libcommon_util.a,common_tensor.c.o,pad_tensor,T,Implemented,reversed-implementation,Implementation symbol covered by function/API-level reverse engineering.
third_party/tx8_deps/lib/libcommon_util.a,common_tensor.c.o,print_array_data,T,Implemented,tx8-support-library,TX8 support-library symbol; behavior is captured by headers and disassembly.
third_party/tx8_deps/lib/libcommon_util.a,common_tensor.c.o,print_array_data_index,T,Implemented,tx8-support-library,TX8 support-library symbol; behavior is captured by headers and disassembly.
third_party/tx8_deps/lib/libcommon_util.a,common_tensor.c.o,print_array_data_unused,T,Implemented,tx8-support-library,TX8 support-library symbol; behavior is captured by headers and disassembly.
third_party/tx8_deps/lib/libcommon_util.a,common_tensor.c.o,rand_gen,T,Implemented,tx8-support-library,TX8 support-library symbol; behavior is captured by headers and disassembly.
third_party/tx8_deps/lib/libcommon_util.a,common_tensor.c.o,reverse_tensor,T,Implemented,reversed-implementation,Implementation symbol covered by function/API-level reverse engineering.
third_party/tx8_deps/lib/libcommon_util.a,common_tensor.c.o,rotate,T,Implemented,tx8-support-library,TX8 support-library symbol; behavior is captured by headers and disassembly.
third_party/tx8_deps/lib/libcommon_util.a,common_tensor.c.o,round_to_even,T,Implemented,tx8-support-library,TX8 support-library symbol; behavior is captured by headers and disassembly.
third_party/tx8_deps/lib/libcommon_util.a,common_tensor.c.o,round_to_neg_inf,T,Implemented,tx8-support-library,TX8 support-library symbol; behavior is captured by headers and disassembly.
third_party/tx8_deps/lib/libcommon_util.a,common_tensor.c.o,round_to_pos_inf,T,Implemented,tx8-support-library,TX8 support-library symbol; behavior is captured by headers and disassembly.
third_party/tx8_deps/lib/libcommon_util.a,common_tensor.c.o,round_to_zero,T,Implemented,tx8-support-library,TX8 support-library symbol; behavior is captured by headers and disassembly.
third_party/tx8_deps/lib/libcommon_util.a,common_tensor.c.o,round_values,T,Implemented,tx8-support-library,TX8 support-library symbol; behavior is captured by headers and disassembly.
third_party/tx8_deps/lib/libcommon_util.a,common_tensor.c.o,save_array_data,T,Implemented,tx8-support-library,TX8 support-library symbol; behavior is captured by headers and disassembly.
third_party/tx8_deps/lib/libcommon_util.a,common_tensor.c.o,scatter_data_to_cmodel_mem,T,Implemented,tx8-support-library,TX8 support-library symbol; behavior is captured by headers and disassembly.
third_party/tx8_deps/lib/libcommon_util.a,common_tensor.c.o,set_float2value,T,Implemented,tx8-support-library,TX8 support-library symbol; behavior is captured by headers and disassembly.
third_party/tx8_deps/lib/libcommon_util.a,common_tensor.c.o,set_float2value_rnd,T,Implemented,tx8-support-library,TX8 support-library symbol; behavior is captured by headers and disassembly.
third_party/tx8_deps/lib/libcommon_util.a,common_tensor.c.o,set_ptr_value_by_idx,T,Implemented,tx8-support-library,TX8 support-library symbol; behavior is captured by headers and disassembly.
third_party/tx8_deps/lib/libcommon_util.a,common_tensor.c.o,set_value2float32,T,Implemented,tx8-support-library,TX8 support-library symbol; behavior is captured by headers and disassembly.
third_party/tx8_deps/lib/libcommon_util.a,common_tensor.c.o,swap_data_with_cmodel_mem,T,Implemented,tx8-support-library,TX8 support-library symbol; behavior is captured by headers and disassembly.
third_party/tx8_deps/lib/libcommon_util.a,common_tensor.c.o,tensor_extremum,T,Implemented,reversed-implementation,Implementation symbol covered by function/API-level reverse engineering.
third_party/tx8_deps/lib/libcommon_util.a,common_tensor.c.o,transform_data_with_layout,T,Implemented,tx8-support-library,TX8 support-library symbol; behavior is captured by headers and disassembly.
third_party/tx8_deps/lib/libcommon_util.a,common_tensor.c.o,transform_data_with_layout_i32,T,Implemented,tx8-support-library,TX8 support-library symbol; behavior is captured by headers and disassembly.
third_party/tx8_deps/lib/libcommon_util.a,common_tensor.c.o,transpose_matrix,T,Implemented,tx8-support-library,TX8 support-library symbol; behavior is captured by headers and disassembly.
third_party/tx8_deps/lib/libcommon_util.a,crc.c.o,CRC,B,Implemented,tx8-support-library,TX8 support-library symbol; behavior is captured by headers and disassembly.
third_party/tx8_deps/lib/libcommon_util.a,crc.c.o,CRC32_table,B,Implemented,tx8-support-library,TX8 support-library symbol; behavior is captured by headers and disassembly.
third_party/tx8_deps/lib/libcommon_util.a,crc.c.o,cal_crc16,T,Implemented,tx8-support-library,TX8 support-library symbol; behavior is captured by headers and disassembly.
third_party/tx8_deps/lib/libcommon_util.a,crc.c.o,cal_crc32,T,Implemented,tx8-support-library,TX8 support-library symbol; behavior is captured by headers and disassembly.
third_party/tx8_deps/lib/libcommon_util.a,crc.c.o,cal_crc8,T,Implemented,tx8-support-library,TX8 support-library symbol; behavior is captured by headers and disassembly.
third_party/tx8_deps/lib/libcommon_util.a,crc.c.o,init_CRC32_table,T,Implemented,tx8-support-library,TX8 support-library symbol; behavior is captured by headers and disassembly.
third_party/tx8_deps/lib/libcommon_util.a,crc.c.o,rdmacrc,B,Implemented,tx8-support-library,TX8 support-library symbol; behavior is captured by headers and disassembly.
third_party/tx8_deps/lib/libcommon_util.a,crc.c.o,wdmacrc,B,Implemented,tx8-support-library,TX8 support-library symbol; behavior is captured by headers and disassembly.
third_party/tx8_deps/lib/libcommon_util.a,oplib_log.c.o,current_groupId,d,Implemented,tx8-support-library,TX8 support-library symbol; behavior is captured by headers and disassembly.
third_party/tx8_deps/lib/libcommon_util.a,oplib_log.c.o,current_oplib_log_scope,D,Implemented,tx8-support-library,TX8 support-library symbol; behavior is captured by headers and disassembly.
third_party/tx8_deps/lib/libcommon_util.a,oplib_log.c.o,get_current_groupId,T,Implemented,tx8-support-library,TX8 support-library symbol; behavior is captured by headers and disassembly.
third_party/tx8_deps/lib/libcommon_util.a,oplib_log.c.o,init_log_config,T,Implemented,tx8-support-library,TX8 support-library symbol; behavior is captured by headers and disassembly.
third_party/tx8_deps/lib/libcommon_util.a,oplib_log.c.o,logPrint,T,Implemented,tx8-support-library,TX8 support-library symbol; behavior is captured by headers and disassembly.
third_party/tx8_deps/lib/libcommon_util.a,oplib_log.c.o,oplib_get_log_file,T,Implemented,tx8-support-library,TX8 support-library symbol; behavior is captured by headers and disassembly.
third_party/tx8_deps/lib/libcommon_util.a,oplib_log.c.o,oplib_get_log_scope,T,Implemented,tx8-support-library,TX8 support-library symbol; behavior is captured by headers and disassembly.
third_party/tx8_deps/lib/libcommon_util.a,oplib_log.c.o,oplib_log_core,T,Implemented,tx8-support-library,TX8 support-library symbol; behavior is captured by headers and disassembly.
third_party/tx8_deps/lib/libcommon_util.a,oplib_log.c.o,oplib_set_log_file,T,Implemented,tx8-support-library,TX8 support-library symbol; behavior is captured by headers and disassembly.
third_party/tx8_deps/lib/libcommon_util.a,oplib_log.c.o,oplib_set_log_scope,T,Implemented,tx8-support-library,TX8 support-library symbol; behavior is captured by headers and disassembly.
third_party/tx8_deps/lib/libcommon_util.a,oplib_log.c.o,set_current_groupId,T,Implemented,tx8-support-library,TX8 support-library symbol; behavior is captured by headers and disassembly.
third_party/tx8_deps/lib/libinstr_tx81.a,debug.c.o,debug_ct_info,T,Implemented,tx8-support-library,TX8 support-library symbol; behavior is captured by headers and disassembly.
third_party/tx8_deps/lib/libinstr_tx81.a,debug.c.o,debug_td_info,T,Implemented,tx8-support-library,TX8 support-library symbol; behavior is captured by headers and disassembly.
third_party/tx8_deps/lib/libinstr_tx81.a,instr_adapter.c.o,TsmDeleteActivation,T,ABI,public-runtime-api,Named public wrapper/API entry covered by the reverse-engineering reference.
third_party/tx8_deps/lib/libinstr_tx81.a,instr_adapter.c.o,TsmDeleteArith,T,ABI,public-runtime-api,Named public wrapper/API entry covered by the reverse-engineering reference.
third_party/tx8_deps/lib/libinstr_tx81.a,instr_adapter.c.o,TsmDeleteConv,T,ABI,public-runtime-api,Named public wrapper/API entry covered by the reverse-engineering reference.
third_party/tx8_deps/lib/libinstr_tx81.a,instr_adapter.c.o,TsmDeleteConvert,T,ABI,public-runtime-api,Named public wrapper/API entry covered by the reverse-engineering reference.
third_party/tx8_deps/lib/libinstr_tx81.a,instr_adapter.c.o,TsmDeleteDataMove,T,ABI,public-runtime-api,Named public wrapper/API entry covered by the reverse-engineering reference.
third_party/tx8_deps/lib/libinstr_tx81.a,instr_adapter.c.o,TsmDeleteDepthwiseConv,T,ABI,public-runtime-api,Named public wrapper/API entry covered by the reverse-engineering reference.
third_party/tx8_deps/lib/libinstr_tx81.a,instr_adapter.c.o,TsmDeleteGemm,T,ABI,public-runtime-api,Named public wrapper/API entry covered by the reverse-engineering reference.
third_party/tx8_deps/lib/libinstr_tx81.a,instr_adapter.c.o,TsmDeleteLogic,T,ABI,public-runtime-api,Named public wrapper/API entry covered by the reverse-engineering reference.
third_party/tx8_deps/lib/libinstr_tx81.a,instr_adapter.c.o,TsmDeleteMaskDataMove,T,ABI,public-runtime-api,Named public wrapper/API entry covered by the reverse-engineering reference.
third_party/tx8_deps/lib/libinstr_tx81.a,instr_adapter.c.o,TsmDeletePeripheral,T,ABI,public-runtime-api,Named public wrapper/API entry covered by the reverse-engineering reference.
third_party/tx8_deps/lib/libinstr_tx81.a,instr_adapter.c.o,TsmDeletePool,T,ABI,public-runtime-api,Named public wrapper/API entry covered by the reverse-engineering reference.
third_party/tx8_deps/lib/libinstr_tx81.a,instr_adapter.c.o,TsmDeleteRdma,T,ABI,public-runtime-api,Named public wrapper/API entry covered by the reverse-engineering reference.
third_party/tx8_deps/lib/libinstr_tx81.a,instr_adapter.c.o,TsmDeleteReduce,T,ABI,public-runtime-api,Named public wrapper/API entry covered by the reverse-engineering reference.
third_party/tx8_deps/lib/libinstr_tx81.a,instr_adapter.c.o,TsmDeleteRelation,T,ABI,public-runtime-api,Named public wrapper/API entry covered by the reverse-engineering reference.
third_party/tx8_deps/lib/libinstr_tx81.a,instr_adapter.c.o,TsmDeleteStream,T,ABI,public-runtime-api,Named public wrapper/API entry covered by the reverse-engineering reference.
third_party/tx8_deps/lib/libinstr_tx81.a,instr_adapter.c.o,TsmDeleteTranscendental,T,ABI,public-runtime-api,Named public wrapper/API entry covered by the reverse-engineering reference.
third_party/tx8_deps/lib/libinstr_tx81.a,instr_adapter.c.o,TsmDeleteUnPool,T,ABI,public-runtime-api,Named public wrapper/API entry covered by the reverse-engineering reference.
third_party/tx8_deps/lib/libinstr_tx81.a,instr_adapter.c.o,TsmDeleteWdma,T,ABI,public-runtime-api,Named public wrapper/API entry covered by the reverse-engineering reference.
third_party/tx8_deps/lib/libinstr_tx81.a,instr_adapter.c.o,TsmExecute,T,ABI,public-runtime-api,Named public wrapper/API entry covered by the reverse-engineering reference.
third_party/tx8_deps/lib/libinstr_tx81.a,instr_adapter.c.o,TsmGetCsrIbcounter,T,ABI,public-runtime-api,Named public wrapper/API entry covered by the reverse-engineering reference.
third_party/tx8_deps/lib/libinstr_tx81.a,instr_adapter.c.o,TsmGetCsrTaskstatus,T,ABI,public-runtime-api,Named public wrapper/API entry covered by the reverse-engineering reference.
third_party/tx8_deps/lib/libinstr_tx81.a,instr_adapter.c.o,TsmGetCsrTaskstatus_bywork,T,ABI,public-runtime-api,Named public wrapper/API entry covered by the reverse-engineering reference.
third_party/tx8_deps/lib/libinstr_tx81.a,instr_adapter.c.o,TsmNewActivation,T,ABI,public-runtime-api,Named public wrapper/API entry covered by the reverse-engineering reference.
third_party/tx8_deps/lib/libinstr_tx81.a,instr_adapter.c.o,TsmNewArith,T,ABI,public-runtime-api,Named public wrapper/API entry covered by the reverse-engineering reference.
third_party/tx8_deps/lib/libinstr_tx81.a,instr_adapter.c.o,TsmNewConv,T,ABI,public-runtime-api,Named public wrapper/API entry covered by the reverse-engineering reference.
third_party/tx8_deps/lib/libinstr_tx81.a,instr_adapter.c.o,TsmNewConvert,T,ABI,public-runtime-api,Named public wrapper/API entry covered by the reverse-engineering reference.
third_party/tx8_deps/lib/libinstr_tx81.a,instr_adapter.c.o,TsmNewDataMove,T,ABI,public-runtime-api,Named public wrapper/API entry covered by the reverse-engineering reference.
third_party/tx8_deps/lib/libinstr_tx81.a,instr_adapter.c.o,TsmNewDepthwiseConv,T,ABI,public-runtime-api,Named public wrapper/API entry covered by the reverse-engineering reference.
third_party/tx8_deps/lib/libinstr_tx81.a,instr_adapter.c.o,TsmNewGemm,T,ABI,public-runtime-api,Named public wrapper/API entry covered by the reverse-engineering reference.
third_party/tx8_deps/lib/libinstr_tx81.a,instr_adapter.c.o,TsmNewLogic,T,ABI,public-runtime-api,Named public wrapper/API entry covered by the reverse-engineering reference.
third_party/tx8_deps/lib/libinstr_tx81.a,instr_adapter.c.o,TsmNewMaskDataMove,T,ABI,public-runtime-api,Named public wrapper/API entry covered by the reverse-engineering reference.
third_party/tx8_deps/lib/libinstr_tx81.a,instr_adapter.c.o,TsmNewPeripheral,T,ABI,public-runtime-api,Named public wrapper/API entry covered by the reverse-engineering reference.
third_party/tx8_deps/lib/libinstr_tx81.a,instr_adapter.c.o,TsmNewPool,T,ABI,public-runtime-api,Named public wrapper/API entry covered by the reverse-engineering reference.
third_party/tx8_deps/lib/libinstr_tx81.a,instr_adapter.c.o,TsmNewRdma,T,ABI,public-runtime-api,Named public wrapper/API entry covered by the reverse-engineering reference.
third_party/tx8_deps/lib/libinstr_tx81.a,instr_adapter.c.o,TsmNewReduce,T,ABI,public-runtime-api,Named public wrapper/API entry covered by the reverse-engineering reference.
third_party/tx8_deps/lib/libinstr_tx81.a,instr_adapter.c.o,TsmNewRelation,T,ABI,public-runtime-api,Named public wrapper/API entry covered by the reverse-engineering reference.
third_party/tx8_deps/lib/libinstr_tx81.a,instr_adapter.c.o,TsmNewStream,T,ABI,public-runtime-api,Named public wrapper/API entry covered by the reverse-engineering reference.
third_party/tx8_deps/lib/libinstr_tx81.a,instr_adapter.c.o,TsmNewTranscendental,T,ABI,public-runtime-api,Named public wrapper/API entry covered by the reverse-engineering reference.
third_party/tx8_deps/lib/libinstr_tx81.a,instr_adapter.c.o,TsmNewUnPool,T,ABI,public-runtime-api,Named public wrapper/API entry covered by the reverse-engineering reference.
third_party/tx8_deps/lib/libinstr_tx81.a,instr_adapter.c.o,TsmNewWdma,T,ABI,public-runtime-api,Named public wrapper/API entry covered by the reverse-engineering reference.
third_party/tx8_deps/lib/libinstr_tx81.a,instr_adapter.c.o,TsmWaitfinish,T,ABI,public-runtime-api,Named public wrapper/API entry covered by the reverse-engineering reference.
third_party/tx8_deps/lib/libinstr_tx81.a,instr_adapter.c.o,TsmWaitfinish_bywork,T,ABI,public-runtime-api,Named public wrapper/API entry covered by the reverse-engineering reference.
third_party/tx8_deps/lib/libinstr_tx81.a,instr_adapter.c.o,__activation_leakyrelu,t,Implemented,tx8-support-library,TX8 support-library symbol; behavior is captured by headers and disassembly.
third_party/tx8_deps/lib/libinstr_tx81.a,instr_adapter.c.o,__activation_relu,t,Implemented,tx8-support-library,TX8 support-library symbol; behavior is captured by headers and disassembly.
third_party/tx8_deps/lib/libinstr_tx81.a,instr_adapter.c.o,__activation_satrelu,t,Implemented,tx8-support-library,TX8 support-library symbol; behavior is captured by headers and disassembly.
third_party/tx8_deps/lib/libinstr_tx81.a,instr_adapter.c.o,__activation_sigmoid,t,Implemented,tx8-support-library,TX8 support-library symbol; behavior is captured by headers and disassembly.
third_party/tx8_deps/lib/libinstr_tx81.a,instr_adapter.c.o,__activation_softplus,t,Implemented,tx8-support-library,TX8 support-library symbol; behavior is captured by headers and disassembly.
third_party/tx8_deps/lib/libinstr_tx81.a,instr_adapter.c.o,__activation_tanh,t,Implemented,tx8-support-library,TX8 support-library symbol; behavior is captured by headers and disassembly.
third_party/tx8_deps/lib/libinstr_tx81.a,instr_adapter.c.o,__avg_pool,t,Implemented,tx8-support-library,TX8 support-library symbol; behavior is captured by headers and disassembly.
third_party/tx8_deps/lib/libinstr_tx81.a,instr_adapter.c.o,__convert_bf16_fp16,t,Implemented,tx8-support-library,TX8 support-library symbol; behavior is captured by headers and disassembly.
third_party/tx8_deps/lib/libinstr_tx81.a,instr_adapter.c.o,__convert_bf16_fp32,t,Implemented,tx8-support-library,TX8 support-library symbol; behavior is captured by headers and disassembly.
third_party/tx8_deps/lib/libinstr_tx81.a,instr_adapter.c.o,__convert_bf16_int16,t,Implemented,tx8-support-library,TX8 support-library symbol; behavior is captured by headers and disassembly.
third_party/tx8_deps/lib/libinstr_tx81.a,instr_adapter.c.o,__convert_bf16_int32,t,Implemented,tx8-support-library,TX8 support-library symbol; behavior is captured by headers and disassembly.
third_party/tx8_deps/lib/libinstr_tx81.a,instr_adapter.c.o,__convert_bf16_int8,t,Implemented,tx8-support-library,TX8 support-library symbol; behavior is captured by headers and disassembly.
third_party/tx8_deps/lib/libinstr_tx81.a,instr_adapter.c.o,__convert_bf16_tf32,t,Implemented,tx8-support-library,TX8 support-library symbol; behavior is captured by headers and disassembly.
third_party/tx8_deps/lib/libinstr_tx81.a,instr_adapter.c.o,__convert_fp16_bf16,t,Implemented,tx8-support-library,TX8 support-library symbol; behavior is captured by headers and disassembly.
